68461,21775,45585,29304,11155,12625,18737,19844,28307,31975,35064,24618,46698,31696,3779,18314,18616,25302,17824,9833,13182,31770,22748,41882,0,19716,3750,39972,29594,44280,25148,54429,12694,35618,35618,5384,25260,21546,38930,34313,33884,34626,23867,34313,25906,26753,15995,45341,48229,27824,17072,23689,34335,22128,70665,6330,22802,18864,17576,52437,46886,26244,10759,54612,13093
58977,16079,36100,27824,13797,20074,36712,37662,27667,27379,22674,15594,28370,21847,19865,5208,35197,15513,6092,28023,15066,16921,8219,42506,18958,0,18680,40818,11266,43640,18704,44944,24016,34978,34978,17544,7963,4578,26541,27131,21495,33987,15016,27131,26219,25323,40219,45965,52651,45656,8603,30650,33696,5208,77626,25929,20035,37707,3308,51798,37401,6001,13902,45127,13559
66478,21294,43601,30287,5212,14634,22686,23792,27826,31494,33080,24137,44715,29713,5623,16331,22565,24822,15841,13781,6209,30030,15150,41401,3163,21609,0,39492,27611,43799,24667,52445,18096,35137,35137,3154,23276,19563,36947,32330,31900,34146,23386,32330,25425,26273,19943,44860,47749,31772,15089,24730,33855,20145,71706,10278,22321,22813,15593,51957,44903,24261,8776,52628,10511
32344,21852,15060,65190,41046,57440,59607,60714,16213,17322,26278,21633,16860,25294,39907,31957,72563,20636,47780,48141,42315,54317,48884,4297,46207,43888,41946,0,40836,4316,24653,17953,61381,8179,8179,39877,42371,32338,21170,21647,25098,10547,25736,21647,18204,19015,56865,5792,8266,68694,37482,68015,8983,39128,114992,49516,25769,59734,32094,12474,6403,43356,33203,19086,50924
47710,18987,24834,52735,31155,44985,61623,62574,16401,16113,11408,13286,17103,10581,36656,22066,60109,18603,35326,44890,32424,41863,36430,31240,36316,31434,36038,29552,0,32374,21612,33678,48927,23712,23712,34903,26272,22447,15275,15865,10228,22721,17035,15865,14953,14057,51544,34699,41385,70567,27591,55561,22430,23029,102537,41879,22518,54413,22203,40532,26135,27257,31260,33861,38470
29325,23676,17583,67014,42870,59264,61432,62539,18037,19147,28102,23457,19383,26803,41731,33781,74387,22460,49604,49966,44139,56141,50708,8869,48031,45712,43770,7181,42661,0,26477,9620,63206,10004,10004,41701,44195,34162,23693,23472,26923,12372,27560,23472,20029,20839,58690,6063,2492,70518,39306,69840,10807,40953,116816,51340,27593,61559,33918,10403,8926,45180,35027,16067,52749
46532,4916,23655,46286,23960,34232,42706,43813,9885,13553,16710,5938,22104,9767,23006,14871,42585,5858,23936,31240,25229,35388,26892,19816,29121,19153,28844,21550,21784,25858,0,32499,37693,17196,17196,22975,19077,15253,20577,12384,15531,16204,8834,12384,7484,8331,39964,23276,29807,51792,20397,44328,15913,15834,91304,32614,3176,42833,15008,34015,24957,20062,24065,32682,32021
20139,31488,13006,68775,48069,61025,77663,78613,29288,24054,29864,28614,26252,28457,49543,38979,76148,31075,51365,57777,49338,57902,52469,21469,53230,47473,52952,19781,44422,13750,34289,0,64967,22604,22604,51816,45956,39361,27991,24676,24817,24972,34050,24676,27840,26943,68457,16659,11014,86607,44505,71601,23407,42714,132474,66880,35405,78658,39117,18252,11855,46941,48174,3911,54510
73488,25560,50611,22005,11212,3257,23064,24015,42179,41891,37186,30079,42881,36358,18986,20477,21550,29998,13403,16490,10896,26560,11680,57017,18079,18139,12301,55330,25777,58152,33189,59455,0,49490,49490,16665,21443,21675,41053,41642,36006,48498,29501,41642,40731,39834,26572,60477,67162,32009,19235,17003,48207,21892,63979,9866,26587,24059,19739,66309,51912,22427,12861,59638,7140
38244,14683,14756,58020,33876,50270,52438,53545,9044,10153,19109,14464,16555,17809,32738,24787,65393,13466,40611,40972,35145,47147,41715,7818,39037,36718,34776,5908,33667,10216,17484,23852,54212,0,0,32707,35202,25168,22976,14478,17929,2325,18566,14478,11035,11846,49696,11277,14165,61525,30312,60846,805,31959,107822,42347,18600,52565,24924,18373,5915,36186,26033,24986,43755
38244,14683,14756,58020,33876,50270,52438,53545,9044,10153,19109,14464,16555,17809,32738,24787,65393,13466,40611,40972,35145,47147,41715,7818,39037,36718,34776,5908,33667,10216,17484,23852,54212,0,0,32707,35202,25168,22976,14478,17929,2325,18566,14478,11035,11846,49696,11277,14165,61525,30312,60846,805,31959,107822,42347,18600,52565,24924,18373,5915,36186,26033,24986,43755
64386,18346,41510,33762,7080,18109,22831,23938,24878,28545,30988,21189,42623,27621,6462,14239,22710,21873,13749,14696,9107,27695,18853,38453,4861,15640,4362,36543,25519,40851,21719,50353,21571,32189,32189,0,21184,17471,34855,30238,29809,31197,20438,30238,22477,23324,20089,41912,44800,31918,12997,28205,30906,18053,75181,10424,19373,22958,13501,49008,42811,22169,6684,50536,14215
58593,15897,35716,29054,16610,21303,37941,38892,27284,26995,22291,15411,27986,21463,22679,8747,36427,15331,11642,33783,17880,18179,12748,42122,21772,7739,23601,40435,10882,43257,18521,44560,25245,34595,34595,20358,0,4851,26157,26747,21111,33603,14834,26747,25836,24939,41448,45582,52267,46885,13984,31879,33312,5067,78856,27158,19852,38936,7885,51414,37017,3140,16716,44743,14788
55815,12026,32938,30344,13133,22594,39231,40182,17897,24218,19513,11540,25208,18685,19202,4876,37717,11460,12933,27360,14403,19469,14038,39345,18295,9029,18017,29562,8105,33870,14650,41782,26535,25208,25208,16881,5397,0,23380,17938,18333,24216,10963,17938,15496,22161,33522,42804,49489,48176,9570,33170,23925,2155,80146,28448,15982,40226,4014,42027,34240,6382,13239,41965,16078
41029,18715,15378,48760,30883,41010,57647,58598,16450,7761,6750,13014,3298,8879,36808,21794,56133,14345,31350,53489,32152,37887,32454,21784,36044,27458,35766,20097,24407,24415,21339,26996,44952,23761,20382,34630,25941,22769,0,8383,4634,22769,16762,8383,15002,14105,61155,25244,34703,66592,27319,51586,22478,22699,98562,46864,22670,58643,21931,41940,16679,26926,30988,27179,34495
39109,7971,16233,48311,27712,40561,57199,58149,6397,3955,9400,8257,14793,8100,26026,18622,55684,6754,30902,34260,28981,37438,32006,22639,32873,27009,32595,20951,23958,25269,10772,25077,44503,13708,13708,31459,25493,22321,13267,0,8220,12716,11854,0,3432,2879,60706,26098,32784,66143,24148,51137,12425,22250,98113,46416,11888,58194,18760,33427,17534,26477,27817,25260,34046
43268,14224,20392,44270,26393,36520,53157,54108,11959,11671,2279,8524,8896,2475,32318,17303,51643,9855,26860,48999,27662,33397,27964,26798,31554,22968,31276,25110,19916,27932,16849,29236,40461,19270,19270,30140,21451,18279,7369,11423,0,18279,12272,11423,10511,9615,56664,30257,36943,62102,22829,47095,17988,18208,94072,42374,18180,54152,17441,36090,21693,22436,26498,29419,30004
39984,14400,17674,57738,33594,49988,52156,53263,8761,9871,18826,14181,24220,17527,32455,24505,65111,13184,40328,40690,34863,46865,41432,9558,38755,36436,34494,7649,33385,11956,17201,25593,53930,2820,2820,32425,34919,24886,22693,14196,17647,0,18284,14196,10753,11563,49414,13018,15906,61242,30030,60564,1906,31677,107540,42064,18317,52283,24642,20114,8085,35904,25751,26726,43473
47057,4875,24180,42196,19871,30142,40205,47250,11406,15074,13251,5666,18644,10207,20504,10781,44785,8402,19846,28738,21140,31298,22802,24981,25032,15063,24754,23072,17695,27379,5386,33024,33604,18717,18717,20474,14987,11163,17118,12909,12071,17726,0,12909,9006,9853,37462,28441,31329,49291,16307,40238,17435,11745,87214,30113,3581,40332,10919,35537,25482,15972,19976,33207,27931
39109,7971,16233,48311,27712,40561,57199,58149,6397,3955,9400,8257,14793,8100,26026,18622,55684,6754,30902,34260,28981,37438,32006,22639,32873,27009,32595,20951,23958,25269,10772,25077,44503,13708,13708,31459,25493,22321,13267,0,8220,12716,11854,0,3432,2879,60706,26098,32784,66143,24148,51137,12425,22250,98113,46416,11888,58194,18760,33427,17534,26477,27817,25260,34046
40993,4535,18117,50195,23729,34000,42290,43397,4208,5182,11284,4316,16677,4702,22590,14639,42170,3030,23704,30824,24998,35156,26660,17783,28890,18921,24629,15874,21553,20181,7336,26960,37462,11519,11519,22560,18845,15021,15150,4621,10104,10528,8419,4621,0,1151,39548,21243,24131,51377,20165,44096,10237,15603,91072,32199,8452,42417,14777,28339,19418,19830,15885,27143,35930
40203,6449,17326,49405,25643,41655,44204,45311,4875,4456,10493,6230,15887,4972,24504,16553,44083,5232,31995,32738,26912,38532,33099,18450,30804,28103,26542,16540,25052,20848,9250,26170,45596,12186,12186,24474,20759,16935,14360,3894,9314,11195,10333,3894,1312,0,41462,21909,24798,53291,22079,52231,10903,17517,99207,34113,10366,44331,16691,29006,18628,21744,17799,26353,35139
80862,34505,57985,37292,23555,20613,5317,5617,41037,44705,47464,40316,59098,44096,16346,30715,6581,40236,30225,7526,25582,44169,30736,54612,15884,37195,19885,52702,41995,57010,37878,66829,20682,48348,48348,17786,37660,33946,51331,46714,46284,47356,36597,46714,38636,39483,0,58071,60959,13597,29472,13552,47065,34528,42947,14317,35532,4637,29976,65167,59286,38645,23160,67012,26196
30405,24802,18708,68139,43995,60389,62557,63664,19163,20272,29228,24583,20508,27928,42857,34906,75513,23585,50730,51091,45265,57267,51834,7267,49157,46838,44895,8306,43786,3507,27603,16013,64331,11129,11129,42826,45321,35288,24819,24597,28048,13497,28686,24597,21154,21965,59815,0,6327,71644,40432,70965,11933,42078,117941,52466,28719,62684,35044,10820,10051,46306,36152,17147,53874
25705,25828,20149,69165,45022,61415,63583,64690,20189,21298,30254,25609,33395,28954,43883,35932,76539,24611,51756,52117,46291,58293,52860,11021,50183,47864,45921,9332,44812,3301,28629,11314,65357,12155,12155,43852,46347,36314,35134,25623,29074,14523,29712,25623,22180,22991,60841,6211,0,72670,41458,71991,12959,43104,139617,53492,29745,63710,36070,7803,11077,47332,37178,12448,54900
88390,42033,65513,40300,31084,25652,5577,3458,48565,52233,58939,47844,64635,51625,23875,38243,7399,47764,35157,15055,33111,47178,33433,62140,23413,39892,27414,60231,47531,64538,45406,74357,22329,55876,55876,25315,43196,41475,62806,54242,57759,54885,44125,54242,46164,47012,7988,65599,68488,0,37001,13812,54594,42057,37774,21846,43060,6806,37505,72696,66815,44181,30688,74540,28893
56857,16796,33980,32059,10010,24309,33141,41898,22667,24594,23459,16311,36088,20091,16079,6714,39433,16231,9707,24237,11279,21161,12665,36242,15171,7873,14893,34332,18985,38640,19421,42824,28251,29978,29978,13757,14650,9941,27326,22709,22279,28986,15733,22709,20266,22538,30399,39701,50531,42228,0,34885,28695,10523,81861,20734,20752,33268,5734,46797,35281,15635,10115,43007,17794
85847,37973,62970,30906,23624,16257,10083,11034,54538,54250,49545,42491,55240,48717,25575,32890,8569,42411,25762,20647,23255,37783,24039,69376,25117,30498,24714,67689,38137,70511,45601,71814,12744,61849,61849,27019,33802,34034,53412,54001,48365,60857,41913,54001,53090,52193,13590,72836,79521,19027,31648,0,60566,34251,53638,19345,39000,11078,32152,78668,64271,34786,25273,71997,19499
38109,14131,15050,57468,33324,49718,51886,52993,8492,9601,18557,13912,23950,17257,32186,24235,64842,12914,40059,40420,34593,46595,41163,7683,38485,36166,34224,5773,33115,10081,16932,23717,53660,914,914,32155,34650,24616,22424,13926,17377,2079,18014,13926,10483,11294,49144,11142,14031,60973,29760,60294,0,31407,107270,41795,18048,52013,24372,18239,6209,35634,25481,24851,43203
56944,14248,34067,29285,16842,21535,38173,39123,25635,25346,20642,13762,26337,19814,22911,7098,36659,13682,11874,34014,18111,18411,12980,40473,22003,7971,23832,38786,9233,41608,16872,42911,25477,32946,32946,20590,4339,3202,24508,25098,19462,31954,13185,25098,24187,23290,41680,43933,50618,47117,14216,32111,31663,0,79087,27390,18204,39168,6236,49765,35368,5324,16947,43094,15020
145456,84118,109116,59096,69770,62403,53717,54667,100684,100395,95691,88637,101386,94863,71721,79036,52202,88557,71908,64281,69401,68963,70184,115522,71263,76644,70860,113835,84282,116657,91747,131423,62874,107995,107995,73165,79948,80180,99557,100147,94511,107003,88059,100147,99236,98339,57224,118982,139130,36855,77794,53346,106712,80397,0,65490,85146,54712,78298,146367,110417,80932,71419,131606,65645
80912,29471,58035,25660,18689,8981,17772,18879,36002,39670,44610,32314,50305,36228,8474,22846,17651,32998,20827,8868,17714,32537,19104,49577,5140,25563,6067,47668,33202,51975,32843,66879,9050,43313,43313,9918,28867,29099,48477,38845,43430,42322,31563,38845,33601,34449,15030,53037,55925,26859,21604,20044,42031,26660,67021,0,30498,17899,22108,60133,59337,29851,15291,67062,14564
47845,4408,24968,40054,13349,24402,37757,38863,10940,14607,14607,7251,20001,11079,18056,16184,37636,7935,19758,26291,15399,36700,28204,24514,20845,20466,20095,22605,23097,26912,4244,33812,27863,18251,18251,18026,20390,16565,18474,13696,13427,17259,3025,13696,8539,9386,35015,27974,30862,46843,13012,34497,16968,17147,81474,27665,0,37884,16321,35070,26269,21374,11352,33995,20508
91298,37622,68421,36357,29076,21708,2001,3108,44154,59701,54996,43433,60691,54168,19463,33832,1549,43353,31214,10644,28707,43234,29490,74828,19001,35949,23002,55819,43588,60127,40995,77265,18386,51465,51465,20904,39253,39486,58863,49831,53816,50474,39714,49831,41753,57644,3581,78287,84972,11102,32589,9868,50182,39702,40451,17434,38649,0,33093,68284,69723,40238,26277,77448,24950
52645,12585,29769,32286,9960,20231,33091,37340,18455,20383,19247,12099,28877,15880,16029,2200,34875,12019,9935,24187,11229,21387,12891,32030,15121,3258,14843,30121,11773,34428,15209,38613,23693,25766,25766,13707,9066,3157,23114,18497,18068,24775,11522,18497,16055,18326,30349,35490,46320,42178,6240,30327,24484,5823,77303,20684,16540,33218,0,42586,31070,7204,10065,38795,18020
23923,31911,27226,75249,51105,67498,69666,70773,26272,27381,36337,31692,27617,35037,49966,42015,82622,30694,57839,58200,52374,64376,58943,17104,56266,53947,52004,15415,50895,9384,34712,18391,71440,18238,18238,49936,52430,42397,42210,31706,35157,20606,35795,31706,28263,29074,66924,12103,7925,78753,47541,78074,19042,49187,146693,59575,35828,69793,42153,0,17160,53415,43261,19524,60983
35854,19408,9855,60407,39701,52657,69295,70245,13769,15687,21496,20246,11655,20089,37463,30612,67781,18192,42998,45697,40970,49534,44102,6994,44862,39105,44584,5306,36054,9624,22209,11456,56599,5458,5458,43448,37589,30993,15965,16308,16450,8104,25682,16308,15760,18576,60090,10453,13574,78239,36137,63233,6261,34346,110209,58512,23325,70290,30749,17782,0,38573,39806,12343,46142
60392,19627,37515,28381,15916,20630,37268,38219,29083,28795,24090,25968,29785,23262,21984,14845,35754,19062,10948,33110,17185,17484,12075,43921,21077,3693,22928,42234,12681,45056,22252,46359,24572,36394,36394,19663,4875,8581,27957,28546,22910,35402,18564,28546,27635,26738,40775,47381,54066,46212,13289,31206,35111,8798,78183,26485,23583,38263,6766,53213,38816,0,16021,46542,14115
60976,13621,38099,30622,3099,14969,25307,26414,20153,23821,27578,20430,39213,24211,8245,10829,25186,17149,10188,16403,5967,24285,15714,33728,7337,12230,7060,31819,22109,36126,16994,46943,18431,27464,27464,5924,17774,14061,31445,26828,26398,26473,15713,26828,17752,18600,22565,37187,40076,34394,9587,25065,26182,14643,72042,12900,14649,25434,10091,44284,39401,18759,0,47126,11076
19310,30658,7256,67946,47239,60196,76833,77784,28459,23225,29034,27785,25423,27628,48713,38150,75319,30246,50536,56948,48508,57073,51640,28088,52400,46644,52122,21732,43592,15701,33459,2881,64137,14829,14829,50987,45127,38531,27161,23847,23988,26922,33220,23847,27011,26114,67628,18610,12965,85778,43675,70772,15633,41884,131645,66050,34575,77828,38287,20202,11939,46112,47344,0,53680
67496,29086,44620,18583,11633,12144,27193,28144,36187,35899,31194,33072,36889,30367,19408,19000,25679,28521,7412,23035,8040,20568,5688,51026,18500,12147,12576,49338,19786,52160,31711,53464,14230,43498,43498,17087,15451,15684,35061,35651,30014,42507,28023,35651,34739,33843,30701,54485,61171,36138,17444,21132,42216,15901,68108,16410,33042,28188,18261,60318,45921,16436,13282,53646,0
